Num,Scenario,Thought,Label
191,"The hotel I booked tells I that it is full, so it is obvious that I did not make a reservation.",I can’t book anything and I can’t have fun. It was a mistake for me to go out. I should just stay at home and not go anywhere.,Overgeneralization
192,"All Ir classmates have gone out and I are alone in the classroom, feeling a little lonely.",No one will be with me. I am destined to be alone in college life. No one will pay attention to me.,Overgeneralization
193,I recently got pregnant and are feeling miserable.,"Thinking about the pain my mother went through to give birth to me, I feel like an unforgivable sinner.",Personalization
194,I go to a restaurant to eat and find a small bug in Ir food.,"Such a dirty restaurant, I won't come next time",No Distortion
195,"If I suddenly wake up at three in the morning and still feel very sleepy, Ir work tomorrow may be affected.",I simply cannot fall asleep. Perhaps I should never try to fall asleep again. I will inevitably fall into a sleepless black hole.,All-or-nothing thinking
196,"All Ir classmates have gone out and I are alone in the classroom, feeling a little lonely.",It's quite quiet when I'm alone. I'll use this time to study hard.,No Distortion
197,I are very fat and very plump.,"What's the point of losing weight? Even if I lose weight, nothing will change.",Fortune-telling
198,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,"Every time I pass by other well-off families, I feel ashamed. They must be secretly laughing at me and humiliating me as if I were a joke.",Mind Reading
199,"I were forced to take nude photos, and I felt very uncomfortable but didn't dare to tell others.","With such a big stain on my life, what hope do I have in this life?",Overgeneralization
200,"If I suddenly wake up at three in the morning and still feel very sleepy, Ir work tomorrow may be affected.","Others also experience this situation, but they can overcome it, but I can't.",Personalization
201,"People around I told others the secret that I liked a boy in the next class, and it even reached Ir ears.","These people didn't keep secrets for me, and no one will keep secrets for me in the future.",Overgeneralization
202,"When I applied for the job, HR said that I did not meet the requirements of our company.","The position must have been already reserved, and the interview was just a formality. There must be something shady about this company.",Mind Reading
203,"The apartment I live in suddenly collapses, and I become homeless.","I must have done something in my previous life that angered the gods and people, so I have to atone for it in this life.",Personalization
204,"In order to improve his grades, I tutored him for a period of time. He got 70 points in the exam, but I are still not satisfied with this result.",There will not be any big changes in the future of those naughty boys. It is impossible for them to succeed. Their fate is already determined. ,Fortune-telling
205,"I have been very busy at work recently and Ir boss has put a lot of pressure on I, but Ir colleagues around I don't seem to be abnormal.","The pressure is so great every day, I can't breathe, I want to die",Emotional Reasoning
206,"The company I worked for previously went bankrupt due to poor performance, so I have been out of work for half a year.","Forget it, give up looking for a job, no company will want me, there is no way I can find a job",Fortune-telling
207,"All Ir classmates have gone out and I are alone in the classroom, feeling a little lonely.","I felt disconnected from everything and everyone: I’m not really sure how to explain this, but I felt this sense of “otherness” whether I was alone or in a crowd.",Overgeneralization
208,No messages or calls for two weeks.,"Depression tells me that no one cares, and I know that no one cares about me.",Overgeneralization
